e8:2c:6d:0d:ee:a2,-85
f8:ab:05:4f:90:85,-90,-92,-89,-90,-90,-91,-91,-91,-90,-90,-91,-90,-91,-88,-91,-92,-90,-93,-90,-91,-90,-91,-93,-91,-92,-93,-93,-90,-90
54:64:d9:f4:54:61,-88,-88,-89
f8:ab:05:4f:90:87,-92,-84,-84,-84,-84,-83,-83,-84,-83,-84,-84,-85,-83,-91,-84,-83,-84,-90,-93,-91,-89,-91,-84,-92,-91,-91,-84,-83,-82,-83,-90,-84,-84
5c:8f:e0:5a:a6:77,-88,-83,-85,-83,-84,-84,-85,-83,-84
90:72:82:f2:08:76,-87,-87,-85,-88,-84
40:65:a3:a8:a7:4e,-86
62:e3:27:a1:06:14,-83,-82
5c:8f:e0:32:5e:14,-87
d4:5d:df:67:b4:d8,-89,-87,-88,-89,-89,-86,-88,-86
ac:f1:df:c8:c1:aa,-80,-78,-82,-80,-80,-80,-78,-79,-79,-79,-80,-81,-80,-77,-81,-71,-76
38:70:0c:c4:d9:ed,-89
18:a6:f7:bc:ed:39,-77,-73,-75,-75,-74,-73,-75,-72,-75,-73,-75,-72,-75,-74,-75,-74,-75,-74,-73
f4:f2:6d:fc:76:6a,-89,-90,-85
40:65:a3:ac:56:a6,-86,-81,-82,-81,-79,-80,-77
ec:ad:e0:d4:e8:f8,-75,-73,-74,-73,-73,-73,-74,-73,-72,-74,-73,-73,-74,-71,-70,-71,-73,-73,-72,-73,-73,-67,-73,-73,-73,-69,-67
42:65:a3:a8:a7:4e,-90,-88,-85,-88
2c:79:d7:09:6c:f6,-88,-85,-87,-90
